date,age,gender,ads,unique_campaigns,impressions,clicks,spent,total_conversion,approved_conversion,revenue,ctr,conversion_rate,cpc,cpa,roas,segment_level,trend_keyword,search_interest
2017-08-20,35-39,M,3,2,846829,127,235.0899994,11,6,120.0,0.00014997124567061354,0.047244094488188976,1.8511023574803152,39.18166656666667,0.5104428104396855,age_gender,grocery,100
2017-08-20,35-39,M,3,2,846829,127,235.0899994,11,6,120.0,0.00014997124567061354,0.047244094488188976,1.8511023574803152,39.18166656666667,0.5104428104396855,age_gender,skin care,79
2017-08-20,40-44,F,14,1,4739226,846,1224.110002243,62,19,380.0,0.00017851016178591187,0.022458628841607566,1.44693853693026,64.42684222331579,0.3104296176844453,age_gender,fashion,93
2017-08-20,40-44,F,14,1,4739226,846,1224.110002243,62,19,380.0,0.00017851016178591187,0.022458628841607566,1.44693853693026,64.42684222331579,0.3104296176844453,age_gender,fitness,86
2017-08-20,40-44,F,14,1,4739226,846,1224.110002243,62,19,380.0,0.00017851016178591187,0.022458628841607566,1.44693853693026,64.42684222331579,0.3104296176844453,age_gender,grocery,100
2017-08-20,40-44,F,14,1,4739226,846,1224.110002243,62,19,380.0,0.00017851016178591187,0.022458628841607566,1.44693853693026,64.42684222331579,0.3104296176844453,age_gender,skin care,79
2017-08-20,40-44,M,17,1,1870784,317,488.410002302,25,11,220.0,0.00016944767541308885,0.03470031545741325,1.5407255593123028,44.400909300181816,0.4504412255340478,age_gender,fashion,93
2017-08-20,40-44,M,17,1,1870784,317,488.410002302,25,11,220.0,0.00016944767541308885,0.03470031545741325,1.5407255593123028,44.400909300181816,0.4504412255340478,age_gender,fitness,86
2017-08-20,40-44,M,17,1,1870784,317,488.410002302,25,11,220.0,0.00016944767541308885,0.03470031545741325,1.5407255593123028,44.400909300181816,0.4504412255340478,age_gender,grocery,100
2017-08-20,40-44,M,17,1,1870784,317,488.410002302,25,11,220.0,0.00016944767541308885,0.03470031545741325,1.5407255593123028,44.400909300181816,0.4504412255340478,age_gender,skin care,79
2017-08-20,45-49,F,9,1,2400919,516,745.759997518,33,10,200.0,0.0002149177044290124,0.01937984496124031,1.4452713130193797,74.5759997518,0.2681827942845281,age_gender,fashion,93
2017-08-20,45-49,F,9,1,2400919,516,745.759997518,33,10,200.0,0.0002149177044290124,0.01937984496124031,1.4452713130193797,74.5759997518,0.2681827942845281,age_gender,fitness,86
2017-08-20,45-49,F,9,1,2400919,516,745.759997518,33,10,200.0,0.0002149177044290124,0.01937984496124031,1.4452713130193797,74.5759997518,0.2681827942845281,age_gender,grocery,100
2017-08-20,45-49,F,9,1,2400919,516,745.759997518,33,10,200.0,0.0002149177044290124,0.01937984496124031,1.4452713130193797,74.5759997518,0.2681827942845281,age_gender,skin care,79
2017-08-20,45-49,M,5,2,1373308,218,376.1800017,12,6,120.0,0.0001587407923058775,0.027522935779816515,1.7255963380733945,62.69666695,0.31899622376975495,age_gender,fashion,93
2017-08-20,45-49,M,5,2,1373308,218,376.1800017,12,6,120.0,0.0001587407923058775,0.027522935779816515,1.7255963380733945,62.69666695,0.31899622376975495,age_gender,fitness,86
2017-08-20,45-49,M,5,2,1373308,218,376.1800017,12,6,120.0,0.0001587407923058775,0.027522935779816515,1.7255963380733945,62.69666695,0.31899622376975495,age_gender,grocery,100
