audience_cluster_key,audience_cluster_label,ads,unique_campaigns,date_first,date_last,age_modes,gender_modes,impressions,clicks,spent,total_conversion,approved_conversion,revenue,click_anomalies,conversion_anomalies,ctr,conversion_rate,cpc,cpa,roas,eligible_for_ranking
26_30_29,cluster_408,3,1,2017-08-24,2017-08-28,"30-34, 45-49","F, M",14710,3,4.25,3,1,20.0,0,1,0.00020394289598912304,0.3333333333333333,1.4166666666666667,4.25,4.705882352941177,False
63_69_67,cluster_690,2,2,2017-08-21,2017-08-23,"30-34, 45-49","F, M",26244,3,4.25999999,2,1,20.0,0,1,0.00011431184270690443,0.3333333333333333,1.4199999966666665,4.25999999,4.694835691771915,False
16_19_19,cluster_174,3,2,2017-08-17,2017-08-29,"30-34, 35-39, 40-44","F, M",38805,6,8.869999766,3,2,40.0,0,1,0.00015461925009663702,0.3333333333333333,1.4783332943333332,4.434999883,4.509582982552697,False
26_32_31,cluster_414,1,1,2017-08-28,2017-08-28,30-34,M,11735,3,4.529999971,1,1,20.0,0,0,0.00025564550489987217,0.3333333333333333,1.5099999903333332,4.529999971,4.415011065791462,False
29_24_25,cluster_486,1,0,2017-08-22,2017-08-22,30-34,F,24959,3,4.560000062,1,1,20.0,0,0,0.00012019712328218278,0.3333333333333333,1.5200000206666668,4.560000062,4.385964852646969,False
32_38_36,cluster_617,1,1,2017-08-23,2017-08-23,40-44,F,8316,3,4.569999933,1,1,20.0,0,0,0.00036075036075036075,0.3333333333333333,1.523333311,4.569999933,4.376367679040839,False
25_27_27,cluster_376,1,1,2017-08-21,2017-08-21,45-49,F,10194,4,4.590000033,2,1,20.0,0,0,0.00039238767902687857,0.25,1.14750000825,4.590000033,4.357298443618552,False
64_69_65,cluster_710,2,1,2017-08-23,2017-08-23,"30-34, 45-49",M,21235,6,9.4799999,2,2,40.0,0,1,0.0002825523899222981,0.3333333333333333,1.5799999833333331,4.73999995,4.219409327208959,False
38_36_38,cluster_668,1,0,2017-08-26,2017-08-26,45-49,M,23973,3,4.820000052,1,1,20.0,0,0,0.00012514078338130396,0.3333333333333333,1.6066666840000001,4.820000052,4.149377548595926,False
65_68_68,cluster_728,1,1,2017-08-21,2017-08-21,45-49,F,12706,3,4.98999989,1,1,20.0,0,0,0.00023610892491736187,0.3333333333333333,1.6633332966666667,4.98999989,4.008016120417189,False
29_31_34,cluster_499,1,1,2017-08-24,2017-08-24,40-44,M,19603,4,5.279999971,1,1,20.0,0,0,0.00020405040044891087,0.25,1.31999999275,5.279999971,3.7878788086834256,False
20_25_24,cluster_264,3,1,2017-08-20,2017-08-29,"35-39, 40-44","F, M",15828,5,5.309999942999999,3,1,20.0,0,0,0.00031589588071771546,0.2,1.0619999885999998,5.309999942999999,3.7664783831806536,False
27_31_28,cluster_438,1,1,2017-08-30,2017-08-30,40-44,M,11292,3,5.389999866,1,1,20.0,0,0,0.00026567481402763017,0.3333333333333333,1.796666622,5.389999866,3.7105752313946345,False
19_21_20,cluster_230,1,1,2017-08-19,2017-08-19,40-44,F,9112,4,5.460000038,1,1,20.0,0,0,0.0004389815627743635,0.25,1.3650000095,5.460000038,3.6630036375102306,False
103_102_103,cluster_004,1,0,2017-08-22,2017-08-22,30-34,F,104496,9,11.42999983,3,2,40.0,0,0,8.612769866789159e-05,0.2222222222222222,1.2699999811111111,5.714999915,3.4995626067301524,False
7_10_13,cluster_773,1,1,2017-08-24,2017-08-24,30-34,M,93891,11,17.6400001,5,3,60.0,0,0,0.00011715712901130034,0.2727272727272727,1.6036363727272729,5.880000033333334,3.4013605249355976,False
29_33_34,cluster_510,1,1,2017-08-24,2017-08-24,30-34,F,20941,4,5.909999967,1,1,20.0,0,0,0.00019101284561386754,0.25,1.47749999175,5.909999967,3.3840947735490907,False
20_21_23,cluster_250,2,1,2017-08-22,2017-08-27,40-44,"F, M",9066,4,5.929999947,2,1,20.0,0,0,0.00044120891242003087,0.25,1.48249998675,5.929999947,3.372681311762582,False
31_34_32,cluster_584,1,1,2017-08-25,2017-08-25,45-49,F,7821,4,6.340000153,1,1,20.0,0,0,0.000511443549418233,0.25,1.58500003825,6.340000153,3.15457405636438,False
29_34_31,cluster_513,2,1,2017-08-23,2017-08-23,30-34,M,602100,60,98.63000095,30,15,300.0,0,0,9.96512207274539e-05,0.25,1.6438333491666666,6.575333396666666,3.041670861912326,False
21_27_25,cluster_296,2,2,2017-08-18,2017-08-28,30-34,M,83942,7,14.14000046,3,2,40.0,0,0,8.339091277310524e-05,0.2857142857142857,2.0200000657142856,7.07000023,2.8288542219750394,False
28_31_33,cluster_472,1,1,2017-08-27,2017-08-27,30-34,M,17954,6,7.5400002,2,1,20.0,0,0,0.0003341873677175003,0.16666666666666666,1.2566667,7.5400002,2.6525198235405885,False
22_28_27,cluster_321,1,1,2017-08-19,2017-08-19,40-44,M,34453,5,7.710000038,1,1,20.0,0,0,0.00014512524308478217,0.2,1.5420000076,7.710000038,2.594033709653271,False
28_34_29,cluster_481,1,1,2017-08-23,2017-08-23,30-34,M,57781,5,7.800000072,2,1,20.0,0,0,8.653363562416712e-05,0.2,1.5600000144,7.800000072,2.5641025404339253,False
66_67_67,cluster_739,1,1,2017-08-20,2017-08-20,40-44,M,33154,5,7.879999995,1,1,20.0,0,0,0.00015081136514447728,0.2,1.575999999,7.879999995,2.5380710676002987,False
64_69_70,cluster_713,2,2,2017-08-21,2017-08-23,"30-34, 40-44",M,65558,11,16.47000003,2,2,40.0,0,1,0.000167790353580036,0.18181818181818182,1.4972727300000002,8.235000015,2.428658161939299,False
36_39_38,cluster_653,1,1,2017-08-23,2017-08-23,35-39,M,35088,5,8.800000072,1,1,20.0,0,0,0.00014249886000911993,0.2,1.7600000143999999,8.800000072,2.272727254132232,False
27_30_30,cluster_436,2,1,2017-08-18,2017-08-29,"40-44, 45-49",F,20777,5,9.119999886,2,1,20.0,0,0,0.00024065071954565144,0.2,1.8239999772000002,9.119999886,2.192982483552632,False
36_42_42,cluster_660,1,1,2017-08-22,2017-08-22,30-34,M,53520,6,9.2299999,1,1,20.0,0,0,0.00011210762331838565,0.16666666666666666,1.5383333166666666,9.2299999,2.1668472607459077,False
114_113_116,cluster_104,1,0,2017-08-22,2017-08-22,40-44,M,86293,6,9.259999871,1,1,20.0,0,0,6.953055288377969e-05,0.16666666666666666,1.5433333118333332,9.259999871,2.1598272439112005,False
31_29_34,cluster_578,1,0,2017-08-30,2017-08-30,35-39,F,148616,25,37.39999962,6,4,80.0,0,0,0.00016821876513968887,0.16,1.4959999848,9.349999905,2.1390374548886157,False
116_112_114,cluster_113,1,0,2017-08-17,2017-08-17,35-39,F,81569,6,9.409999967,3,1,20.0,0,0,7.355735634861284e-05,0.16666666666666666,1.5683333278333331,9.409999967,2.1253985196746177,False
65_66_71,cluster_725,1,1,2017-08-23,2017-08-23,35-39,M,113501,26,38.44000077,5,4,80.0,0,0,0.00022907287160465545,0.15384615384615385,1.478461568076923,9.6100001925,2.081165410965209,False
27_29_28,cluster_431,2,1,2017-08-24,2017-08-28,35-39,"F, M",24779,6,9.77000022,2,1,20.0,0,0,0.0002421405222163929,0.16666666666666666,1.62833337,9.77000022,2.047082860761696,False
16_21_21,cluster_187,2,2,2017-08-19,2017-08-23,"40-44, 45-49","F, M",65700,14,19.620000006999998,2,2,40.0,0,0,0.00021308980213089802,0.14285714285714285,1.4014285719285713,9.810000003499999,2.0387359829627347,False
36_38_41,cluster_652,1,1,2017-08-23,2017-08-23,35-39,M,53933,6,9.929999948,3,1,20.0,0,0,0.00011124914245452691,0.16666666666666666,1.6549999913333335,9.929999948,2.014098701382994,False
35_31_36,cluster_640,1,0,2017-08-24,2017-08-24,30-34,F,48935,7,9.970000267,1,1,20.0,0,0,0.00014304689894758353,0.14285714285714285,1.4242857524285715,9.970000267,2.0060180004406414,False
36_41_38,cluster_657,2,2,2017-08-22,2017-08-30,"30-34, 45-49",M,106183,13,20.2099994,4,2,40.0,0,1,0.00012243014418503905,0.15384615384615385,1.5546153384615384,10.1049997,1.9792182675670935,False
20_16_21,cluster_245,1,0,2017-08-29,2017-08-29,30-34,F,178455,20,31.5400002,6,3,60.0,0,0,0.00011207307164271105,0.15,1.5770000100000001,10.5133334,1.902346214950246,False
72_66_69,cluster_770,1,0,2017-08-30,2017-08-30,30-34,F,41672,6,10.54999995,2,1,20.0,0,0,0.00014398157035899406,0.16666666666666666,1.758333325,10.54999995,1.8957346061409224,False
21_15_19,cluster_270,1,0,2017-08-30,2017-08-30,45-49,M,54237,7,10.77999985,2,1,20.0,0,0,0.00012906318564817376,0.14285714285714285,1.5399999785714285,10.77999985,1.855287595388974,False
21_23_22,cluster_282,2,1,2017-08-26,2017-08-28,"30-34, 35-39",M,62616,6,11.300000071,3,1,20.0,0,0,9.582215408202377e-05,0.16666666666666666,1.8833333451666665,11.300000071,1.769911493304096,False
63_66_69,cluster_682,2,2,2017-08-24,2017-08-30,"35-39, 40-44",M,38447,7,11.48999989,2,1,20.0,0,0,0.00018206882201472156,0.14285714285714285,1.6414285557142858,11.48999989,1.7406440549582982,False
116_113_114,cluster_114,1,0,2017-08-21,2017-08-21,35-39,M,97540,8,11.5199995,2,1,20.0,0,0,8.201763379126513e-05,0.125,1.4399999375,11.5199995,1.736111186463159,False
21_23_27,cluster_285,1,1,2017-08-21,2017-08-21,30-34,M,114923,12,23.73000026,4,2,40.0,0,0,0.00010441774057412354,0.16666666666666666,1.9775000216666667,11.86500013,1.6856299857453099,False
104_100_104,cluster_006,1,0,2017-08-20,2017-08-20,40-44,M,76703,9,12.14999962,3,1,20.0,0,0,0.00011733569743034823,0.1111111111111111,1.3499999577777777,12.14999962,1.6460905864620925,False
15_18_18,cluster_143,2,2,2017-08-23,2017-08-29,30-34,M,63559,7,12.389999741999999,3,1,20.0,0,0,0.00011013389134504948,0.14285714285714285,1.769999963142857,12.389999741999999,1.6142050376484989,False
31_37_35,cluster_590,2,1,2017-08-22,2017-08-22,30-34,M,164616,15,24.97999942,5,2,40.0,0,0,9.11211546872722e-05,0.13333333333333333,1.6653332946666666,12.48999971,1.60128106199932,False
24_21_25,cluster_348,1,0,2017-08-18,2017-08-18,30-34,F,159123,25,38.36000013,5,3,60.0,0,0,0.00015711116557631517,0.12,1.5344000052000002,12.78666671,1.5641292960548276,False
24_29_28,cluster_363,1,1,2017-08-20,2017-08-20,30-34,M,88443,7,13.0400002,1,1,20.0,0,0,7.914702124532185e-05,0.14285714285714285,1.8628571714285713,13.0400002,1.5337423077646886,False
112_111_112,cluster_087,1,0,2017-08-20,2017-08-20,40-44,M,72157,9,13.50000036,1,1,20.0,0,0,0.00012472802361517248,0.1111111111111111,1.50000004,13.50000036,1.4814814419753097,False
64_67_69,cluster_706,1,1,2017-08-23,2017-08-23,35-39,M,65060,7,14.5200001,1,1,20.0,0,0,0.00010759299108515216,0.14285714285714285,2.0742857285714287,14.5200001,1.3774104588332612,False
10_7_12,cluster_069,1,0,2017-08-25,2017-08-25,40-44,F,47929,12,14.58999991,1,1,20.0,0,0,0.0002503703394604519,0.08333333333333333,1.2158333258333334,14.58999991,1.3708019275786274,False
20_21_21,cluster_249,1,1,2017-08-28,2017-08-28,35-39,M,127476,21,30.15000057,3,2,40.0,0,0,0.000164736891650193,0.09523809523809523,1.4357143128571428,15.075000285,1.326699809080634,False
32_33_37,cluster_604,1,1,2017-08-21,2017-08-21,40-44,M,56630,9,15.81000018,1,1,20.0,0,0,0.00015892636411795867,0.1111111111111111,1.7566666866666667,15.81000018,1.2650221234848842,False
69_64_65,cluster_757,1,0,2017-08-26,2017-08-26,45-49,M,49916,10,16.38,1,1,20.0,0,0,0.00020033656542992227,0.1,1.638,16.38,1.221001221001221,False
25_21_23,cluster_369,1,0,2017-08-18,2017-08-18,40-44,F,46391,11,16.40999985,3,1,20.0,0,0,0.0002371149576426462,0.09090909090909091,1.4918181681818181,16.40999985,1.2187690544067862,False
2_5_5,cluster_529,1,1,2017-08-22,2017-08-22,30-34,M,240123,38,65.67000115,5,4,80.0,0,0,0.00015825222906593704,0.10526315789473684,1.728157925,16.4175002875,1.2182122521555643,False
115_114_116,cluster_109,1,0,2017-08-17,2017-08-17,35-39,F,90470,11,16.73000002,1,1,20.0,0,0,0.00012158726649718139,0.09090909090909091,1.5209090927272726,16.73000002,1.195457260973751,False
32_28_31,cluster_593,1,0,2017-08-29,2017-08-29,45-49,M,60314,11,16.93999958,2,1,20.0,0,0,0.00018237888384123088,0.09090909090909091,1.5399999618181817,16.93999958,1.180637573545914,False
36_31_36,cluster_645,1,0,2017-08-27,2017-08-27,45-49,M,66794,9,17.3299998,1,1,20.0,0,0,0.00013474264155463066,0.1111111111111111,1.9255555333333332,17.3299998,1.1540681033360427,False
23_28_27,cluster_338,2,2,2017-08-21,2017-08-22,"30-34, 35-39","F, M",222725,31,52.26000011,6,3,60.0,0,1,0.0001391850937254462,0.0967741935483871,1.6858064551612904,17.420000036666668,1.148105623300964,False
116_110_113,cluster_110,1,0,2017-08-20,2017-08-20,40-44,M,187236,24,34.86999965,2,2,40.0,0,0,0.00012818047811318336,0.08333333333333333,1.4529166520833332,17.434999825,1.1471178778747135,False
28_26_27,cluster_456,1,0,2017-08-17,2017-08-17,40-44,F,303971,77,106.9299998,11,6,120.0,0,0,0.0002533136384720911,0.07792207792207792,1.3887012961038963,17.821666633333333,1.1222294980309164,False
104_102_104,cluster_007,1,0,2017-08-20,2017-08-20,45-49,F,168714,24,36.01000071,2,2,40.0,0,0,0.00014225256943703547,0.08333333333333333,1.50041669625,18.005000355,1.1108025329444655,False
113_111_114,cluster_096,1,0,2017-08-18,2017-08-18,30-34,F,665817,117,163.8000002,23,9,180.0,0,0,0.00017572396018725867,0.07692307692307693,1.4000000017094016,18.200000022222223,1.0989010975593394,False
20_24_22,cluster_261,2,2,2017-08-22,2017-08-25,30-34,M,171545,22,36.53000021,4,2,40.0,0,1,0.00012824623276691248,0.09090909090909091,1.6604545549999998,18.265000105,1.0949904125390642,False
34_32_38,cluster_636,2,0,2017-08-22,2017-08-26,"30-34, 45-49","F, M",419794,63,109.789999681,10,6,120.0,0,0,0.000150073607531313,0.09523809523809523,1.7426984076349206,18.298333280166666,1.0929957222758506,False
113_107_111,cluster_090,1,0,2017-08-23,2017-08-23,45-49,M,121769,13,18.41999996,2,1,20.0,0,0,0.00010675952007489591,0.07692307692307693,1.4169230738461538,18.41999996,1.085776332433825,False
31_33_32,cluster_583,1,1,2017-08-20,2017-08-20,40-44,M,77794,14,19.11000001,1,1,20.0,0,0,0.00017996246497159165,0.07142857142857142,1.3650000007142857,19.11000001,1.0465724745962468,False
65_63_65,cluster_720,1,0,2017-08-23,2017-08-23,30-34,F,91607,12,19.1899997,2,1,20.0,0,0,0.0001309943563264816,0.08333333333333333,1.5991666416666668,19.1899997,1.0422095003993146,False
63_65_69,cluster_679,2,2,2017-08-18,2017-08-23,"30-34, 35-39","F, M",213532,22,38.58999968,3,2,40.0,0,1,0.0001030290541932825,0.09090909090909091,1.7540908945454545,19.29499984,1.03653797179819,False
32_31_33,cluster_598,2,0,2017-08-26,2017-08-27,45-49,F,156101,41,58.65999991,5,3,60.0,0,0,0.0002626504634819764,0.07317073170731707,1.4307317051219512,19.553333303333336,1.0228435065130568,False
24_27_30,cluster_360,2,2,2017-08-20,2017-08-25,"30-34, 35-39",M,190885,24,39.439999702,6,2,40.0,0,0,0.00012573015166199544,0.08333333333333333,1.6433333209166667,19.719999851,1.0141987906245242,False
113_108_111,cluster_092,1,0,2017-08-21,2017-08-21,35-39,M,145324,14,19.82000005,2,1,20.0,0,0,9.633646197462222e-05,0.07142857142857142,1.4157142892857144,19.82000005,1.0090817330749704,False
16_17_20,cluster_163,2,2,2017-08-23,2017-08-26,"35-39, 45-49","F, M",178186,28,40.30999994,5,2,40.0,0,0,0.00015713916918276409,0.07142857142857142,1.439642855,20.15499997,0.9923096020724034,False
67_64_67,cluster_748,1,0,2017-08-23,2017-08-23,30-34,F,238036,38,61.02999771,6,3,60.0,0,0,0.00015963971836192845,0.07894736842105263,1.6060525713157896,20.34333257,0.9831230911248874,False
25_23_26,cluster_372,1,0,2017-08-17,2017-08-17,40-44,F,107501,27,40.87999928,2,2,40.0,0,0,0.00025116045432135517,0.07407407407407407,1.5140740474074075,20.43999964,0.9784735984466975,False
18_20_24,cluster_207,2,2,2017-08-19,2017-08-30,"35-39, 40-44","F, M",162413,26,41.09999967,2,2,40.0,0,0,0.00016008570742489825,0.07692307692307693,1.5807692180769233,20.549999835,0.9732360175466638,False
65_71_70,cluster_734,1,1,2017-08-23,2017-08-23,35-39,M,192810,41,61.92999995,4,3,60.0,0,0,0.0002126445723769514,0.07317073170731707,1.5104878036585367,20.643333316666666,0.9688357831170965,False
68_65_69,cluster_754,1,0,2017-08-24,2017-08-24,40-44,F,55823,13,21.10999966,1,1,20.0,0,0,0.0002328789208749082,0.07692307692307693,1.6238461276923077,21.10999966,0.947418300432128,False
64_66_69,cluster_703,2,2,2017-08-28,2017-08-30,30-34,"F, M",189245,28,43.16000033,3,2,40.0,0,0,0.0001479563528759016,0.07142857142857142,1.5414285832142858,21.580000165,0.9267840522280181,False
63_64_65,cluster_672,1,1,2017-08-22,2017-08-22,30-34,M,124005,11,21.84999979,4,1,20.0,0,0,8.870610056046127e-05,0.09090909090909091,1.986363617272727,21.84999979,0.9153318165775599,False
14_10_11,cluster_127,1,0,2017-08-28,2017-08-28,30-34,F,213016,30,44.21999955,8,2,40.0,0,0,0.0001408344913058174,0.06666666666666667,1.4739999849999998,22.109999775,0.9045680779524116,False
25_21_22,cluster_368,2,0,2017-08-19,2017-08-22,"30-34, 45-49","F, M",179610,27,44.5799992,6,2,40.0,0,0,0.00015032570569567397,0.07407407407407407,1.6511110814814816,22.2899996,0.8972633628939141,False
22_19_23,cluster_301,2,0,2017-08-28,2017-08-28,30-34,F,111200,14,22.400000571,2,1,20.0,0,0,0.00012589928057553956,0.07142857142857142,1.6000000407857142,22.400000571,0.8928571200972583,False
10_15_16,cluster_062,1,1,2017-08-23,2017-08-23,35-39,M,362296,39,67.77000129,7,3,60.0,0,0,0.0001076467860533928,0.07692307692307693,1.7376923407692306,22.59000043,0.8853474820407519,False
26_29_27,cluster_403,2,2,2017-08-21,2017-08-29,"30-34, 35-39","F, M",101044,14,23.2099998,3,1,20.0,0,1,0.00013855350144491508,0.07142857142857142,1.6578571285714285,23.2099998,0.8616975515872258,False
15_18_21,cluster_145,1,1,2017-08-29,2017-08-29,30-34,M,1267550,123,236.7699986,24,10,200.0,0,0,9.703759220543568e-05,0.08130081300813008,1.924959338211382,23.676999860000002,0.8447016141512111,False
69_65_71,cluster_762,1,0,2017-08-17,2017-08-17,30-34,F,82640,16,23.97000039,1,1,20.0,0,0,0.0001936108422071636,0.0625,1.498125024375,23.97000039,0.8343762901373903,False
64_70_65,cluster_714,1,1,2017-08-24,2017-08-24,35-39,M,100351,15,24.17999995,2,1,20.0,0,0,0.00014947534155115546,0.06666666666666667,1.6119999966666667,24.17999995,0.8271298610982835,False
66_69_72,cluster_744,1,1,2017-08-24,2017-08-24,35-39,M,80248,15,24.1900003,1,1,20.0,0,0,0.00018692054630645,0.06666666666666667,1.6126666866666668,24.1900003,0.826787918642564,False
23_21_22,cluster_328,1,0,2017-08-18,2017-08-18,30-34,F,103709,15,24.56999969,3,1,20.0,0,0,0.00014463547040276158,0.06666666666666667,1.6379999793333333,24.56999969,0.8140008242710727,False
2_8_7,cluster_537,1,1,2017-08-23,2017-08-23,35-39,M,85970,14,24.78000021,1,1,20.0,0,0,0.00016284750494358497,0.07142857142857142,1.7700000150000001,24.78000021,0.8071024951779046,False
105_101_106,cluster_013,1,0,2017-08-17,2017-08-17,40-44,F,696612,152,223.1899948,31,9,180.0,0,0,0.00021819894001251774,0.05921052631578947,1.4683552289473685,24.79888831111111,0.8064877646567337,False
30_31_36,cluster_552,1,1,2017-08-29,2017-08-29,35-39,M,95691,15,25.26000011,1,1,20.0,0,0,0.00015675455371978557,0.06666666666666667,1.6840000073333334,25.26000011,0.7917656339234276,False
28_33_29,cluster_477,1,1,2017-08-22,2017-08-22,45-49,F,45397,15,25.41999936,1,1,20.0,0,0,0.0003304183095799282,0.06666666666666667,1.694666624,25.41999936,0.7867820811778338,False
114_110_111,cluster_100,2,0,2017-08-23,2017-08-27,"30-34, 45-49","F, M",287778,35,51.080000819999995,6,2,40.0,0,0,0.00012162152770538401,0.05714285714285714,1.4594285948571428,25.540000409999998,0.7830853437327725,False
107_102_103,cluster_024,1,0,2017-08-23,2017-08-23,45-49,M,134245,18,25.75000024,2,1,20.0,0,0,0.00013408320607843867,0.05555555555555555,1.430555568888889,25.75000024,0.7766990218870771,False
25_19_25,cluster_367,1,0,2017-08-29,2017-08-29,45-49,M,309823,60,103.3899996,4,4,80.0,0,0,0.00019365896011593717,0.06666666666666667,1.72316666,25.8474999,0.7737692263227361,False
104_102_107,cluster_008,2,0,2017-08-21,2017-08-25,"30-34, 35-39",M,178558,18,26.389999626999998,3,1,20.0,0,0,0.0001008075807300709,0.05555555555555555,1.4661110903888888,26.389999626999998,0.7578628375400849,False
19_24_25,cluster_238,1,1,2017-08-26,2017-08-26,30-34,M,98759,15,26.56999946,1,1,20.0,0,0,0.00015188489150355918,0.06666666666666667,1.7713332973333331,26.56999946,0.7527286566230138,False
63_65_68,cluster_678,2,2,2017-08-18,2017-08-24,"30-34, 35-39",M,230947,33,53.38999939,5,2,40.0,0,0,0.00014288992712613717,0.06060606060606061,1.6178787693939394,26.694999695,0.7492039793409707,False
2_8_3,cluster_535,1,1,2017-08-22,2017-08-22,30-34,M,118522,14,26.81999981,2,1,20.0,0,0,0.00011812153018005096,0.07142857142857142,1.915714272142857,26.81999981,0.7457121603909512,False
107_103_108,cluster_025,1,0,2017-08-26,2017-08-26,30-34,M,189761,18,27.32999969,4,1,20.0,0,0,9.485616117115741e-05,0.05555555555555555,1.5183333161111112,27.32999969,0.7317965688568216,False
18_21_19,cluster_208,2,2,2017-08-18,2017-08-23,35-39,"F, M",342387,50,83.48000121,5,3,60.0,0,1,0.0001460335818824897,0.06,1.6696000242,27.82666707,0.7187350159359204,False
20_26_26,cluster_269,2,1,2017-08-21,2017-08-28,"35-39, 40-44",M,332401,49,83.82999921000001,8,3,60.0,0,0,0.0001474123122373278,0.061224489795918366,1.7108163104081635,27.943333070000005,0.7157342307697726,False
102_101_102,cluster_002,1,0,2017-08-22,2017-08-22,30-34,F,524306,81,113.6800029,10,4,80.0,0,0,0.00015448993526680983,0.04938271604938271,1.403456825925926,28.420000725,0.7037297498168871,False
110_108_112,cluster_075,1,0,2017-08-21,2017-08-21,40-44,M,146246,18,28.71999955,3,1,20.0,0,0,0.0001230802893754359,0.05555555555555555,1.5955555305555555,28.71999955,0.6963788409947937,False
112_110_111,cluster_086,2,0,2017-08-21,2017-08-26,"30-34, 35-39",M,544833,64,87.39999997999999,14,3,60.0,0,0,0.00011746718719313991,0.046875,1.3656249996874998,29.133333326666662,0.686498855992334,False
34_29_31,cluster_630,1,0,2017-08-27,2017-08-27,45-49,M,111963,17,29.3799994,2,1,20.0,0,0,0.00015183587435134823,0.058823529411764705,1.7282352588235295,29.3799994,0.6807352079115427,False
63_67_64,cluster_683,1,1,2017-08-22,2017-08-22,30-34,M,287976,31,59.43999982,3,2,40.0,0,0,0.00010764785954385087,0.06451612903225806,1.917419349032258,29.71999991,0.6729475121320753,False
22_20_23,cluster_304,1,0,2017-08-30,2017-08-30,45-49,M,107671,20,29.91000021,1,1,20.0,0,0,0.00018575103788392416,0.05,1.4955000105,29.91000021,0.668672680026036,False
109_107_113,cluster_037,1,0,2017-08-22,2017-08-22,30-34,F,780967,86,119.6400018,20,4,80.0,0,0,0.00011011988982889162,0.046511627906976744,1.391162811627907,29.91000045,0.6686726746605582,False
115_112_116,cluster_107,1,0,2017-08-20,2017-08-20,40-44,F,1137635,211,301.0499992,30,10,200.0,0,0,0.0001854724933744127,0.04739336492890995,1.4267772473933649,30.10499992,0.6643414732817577,False
65_70_70,cluster_732,2,2,2017-08-20,2017-08-23,"30-34, 40-44",M,188592,40,60.72999966,3,2,40.0,0,1,0.0002120980741494867,0.05,1.5182499914999998,30.36499983,0.658653058191043,False
7_13_10,cluster_777,1,1,2017-08-23,2017-08-23,30-34,M,1044442,142,245.5999999,22,8,160.0,0,0,0.00013595776500753513,0.056338028169014086,1.729577464084507,30.6999999875,0.6514657983108574,False
38_32_34,cluster_664,1,0,2017-08-23,2017-08-23,30-34,F,511726,77,123.0900019,8,4,80.0,0,0,0.0001504711505766758,0.05194805194805195,1.5985714532467532,30.772500475,0.6499309348048682,False
22_18_19,cluster_300,1,0,2017-08-20,2017-08-20,35-39,F,98057,20,31.00999963,1,1,20.0,0,0,0.00020396300111159835,0.05,1.5504999815,31.00999963,0.6449532485853822,False
19_21_22,cluster_232,1,1,2017-08-25,2017-08-25,30-34,M,345371,54,93.08999991,7,3,60.0,0,0,0.00015635360235804395,0.05555555555555555,1.7238888872222222,31.029999970000002,0.6445375449350991,False
20_22_24,cluster_255,1,1,2017-08-28,2017-08-28,35-39,M,237603,37,62.25000024,5,2,40.0,0,0,0.00015572193953780045,0.05405405405405406,1.682432438918919,31.12500012,0.6425702786471186,False
27_21_23,cluster_416,2,0,2017-08-20,2017-08-22,"30-34, 35-39",F,515663,102,158.92000055,13,5,100.0,0,0,0.00019780360429195036,0.049019607843137254,1.5580392210784313,31.78400011,0.6292474179078399,False
116_113_115,cluster_115,1,0,2017-08-23,2017-08-23,30-34,M,276762,22,32.09000015,5,1,20.0,0,0,7.949068152419769e-05,0.045454545454545456,1.4586363704545455,32.09000015,0.6232471145688043,False
37_31_36,cluster_662,1,0,2017-08-27,2017-08-27,45-49,M,118882,19,32.30999994,2,1,20.0,0,0,0.00015982234484614996,0.05263157894736842,1.7005263126315788,32.30999994,0.6190034056682205,False
107_104_110,cluster_027,1,0,2017-08-19,2017-08-19,45-49,F,558666,110,162.6399975,14,5,100.0,0,0,0.0001968976096630187,0.045454545454545456,1.4785454318181817,32.5279995,0.6148549036961218,False
38_32_36,cluster_665,1,0,2017-08-23,2017-08-23,30-34,F,149808,20,33.03999937,1,1,20.0,0,0,0.00013350421873331198,0.05,1.6519999684999997,33.03999937,0.6053268880555672,False
69_63_66,cluster_755,1,0,2017-08-25,2017-08-25,40-44,F,98768,21,33.14000034,1,1,20.0,0,0,0.00021261947189373076,0.047619047619047616,1.5780952542857143,33.14000034,0.6035002955585365,False
21_16_18,cluster_273,1,0,2017-08-19,2017-08-19,35-39,F,146406,23,33.22999942,1,1,20.0,0,0,0.00015709738671912352,0.043478260869565216,1.4447825834782608,33.22999942,0.601865794435214,False
19_20_24,cluster_229,2,1,2017-08-24,2017-08-26,"30-34, 40-44",M,615013,94,166.98999784699998,8,5,100.0,0,0,0.00015284229764248885,0.05319148936170213,1.7764893387978722,33.3979995694,0.5988382615084663,False
31_28_33,cluster_575,1,0,2017-08-17,2017-08-17,40-44,F,101586,24,33.47000039,2,1,20.0,0,0,0.00023625302699190835,0.041666666666666664,1.3945833495833335,33.47000039,0.5975500378534653,False
22_26_24,cluster_316,1,1,2017-08-21,2017-08-21,30-34,M,328991,35,67.65000057,5,2,40.0,0,0,0.00010638588897568627,0.05714285714285714,1.9328571591428572,33.825000285,0.5912786350771793,False
26_25_29,cluster_395,1,0,2017-08-19,2017-08-19,45-49,M,101431,23,33.93000031,1,1,20.0,0,0,0.00022675513403200206,0.043478260869565216,1.4752174047826085,33.93000031,0.5894488599254599,False
36_41_41,cluster_659,1,1,2017-08-22,2017-08-22,30-34,M,181683,20,34.22999972,2,1,20.0,0,0,0.00011008184585239125,0.05,1.7114999860000002,34.22999972,0.5842827976511593,False
