audience_cluster_key,audience_cluster_label,ads,unique_campaigns,date_first,date_last,age_modes,gender_modes,impressions,clicks,spent,total_conversion,approved_conversion,revenue,click_anomalies,conversion_anomalies,ctr,conversion_rate,cpc,cpa,roas,eligible_for_ranking
16_15_20,cluster_159,1,0,2017-08-28,2017-08-28,45-49,F,662249,163,234.9399992,2,0,0.0,0,0,0.0002461309869852578,0.0,1.4413496883435581,,0.0,False
16_15_16,cluster_158,1,0,2017-08-28,2017-08-28,45-49,F,559554,139,195.0799994,2,0,0.0,0,0,0.000248412128230698,0.0,1.4034532330935252,,0.0,False
32_26_31,cluster_591,1,0,2017-08-25,2017-08-25,45-49,F,536248,146,187.7399978,3,0,0.0,0,0,0.00027226208769076996,0.0,1.2858903958904109,,0.0,False
33_27_30,cluster_620,1,0,2017-08-18,2017-08-18,45-49,M,517801,105,181.7200011,3,0,0.0,0,0,0.00020278060490420066,0.0,1.7306666771428572,,0.0,False
70_64_66,cluster_765,1,0,2017-08-27,2017-08-27,45-49,F,479882,131,178.6700007,6,0,0.0,0,0,0.0002729837751780646,0.0,1.3638931351145038,,0.0,False
111_110_116,cluster_083,1,0,2017-08-19,2017-08-19,45-49,F,637549,120,173.8800035,3,0,0.0,0,0,0.0001882208269482032,0.0,1.4490000291666665,,0.0,False
31_25_28,cluster_563,1,0,2017-08-21,2017-08-21,30-34,F,588617,119,169.9199973,2,0,0.0,0,0,0.00020216881265746657,0.0,1.42789913697479,,0.0,False
111_106_109,cluster_078,1,0,2017-08-18,2017-08-18,35-39,F,485369,114,164.6400015,3,0,0.0,0,0,0.00023487284931670544,0.0,1.4442105394736844,,0.0,False
38_32_37,cluster_666,2,0,2017-08-23,2017-08-26,"30-34, 40-44",F,496953,103,149.48000045999999,2,0,0.0,0,0,0.00020726306109430871,0.0,1.4512621403883494,,0.0,False
27_22_28,cluster_421,1,0,2017-08-22,2017-08-22,30-34,F,594968,111,147.6700006,4,0,0.0,0,0,0.00018656465557811513,0.0,1.3303603657657659,,0.0,False
20_21_25,cluster_252,2,1,2017-08-24,2017-08-25,"30-34, 40-44",M,539795,81,143.92000042,4,0,0.0,0,0,0.00015005696607045267,0.0,1.7767901286419754,,0.0,False
29_28_34,cluster_493,1,0,2017-08-24,2017-08-24,45-49,F,348542,96,134.889999,2,0,0.0,0,0,0.000275433089842831,0.0,1.40510415625,,0.0,False
70_64_69,cluster_767,1,0,2017-08-26,2017-08-26,45-49,F,358261,91,130.3600011,1,0,0.0,0,0,0.00025400476189147016,0.0,1.4325274846153846,,0.0,False
24_21_23,cluster_347,1,0,2017-08-19,2017-08-19,45-49,M,381577,81,127.5699993,2,0,0.0,0,0,0.00021227694541337658,0.0,1.5749382629629631,,0.0,False
116_111_115,cluster_112,1,0,2017-08-20,2017-08-20,40-44,F,402975,83,120.8999977,1,0,0.0,0,0,0.0002059681121657671,0.0,1.456626478313253,,0.0,False
111_105_107,cluster_077,1,0,2017-08-22,2017-08-22,30-34,F,596831,86,120.8799992,11,0,0.0,0,0,0.00014409439187977835,0.0,1.4055813860465116,,0.0,False
29_25_28,cluster_488,1,0,2017-08-24,2017-08-24,45-49,F,300637,84,116.9899981,2,0,0.0,0,0,0.00027940672638431067,0.0,1.3927380726190475,,0.0,False
21_19_25,cluster_279,1,0,2017-08-29,2017-08-29,45-49,M,327227,65,116.5599996,5,0,0.0,0,0,0.00019863886537480098,0.0,1.793230763076923,,0.0,False
23_19_25,cluster_326,1,0,2017-08-20,2017-08-20,35-39,F,320657,77,115.8800026,2,0,0.0,0,0,0.0002401319790305529,0.0,1.5049350987012986,,0.0,False
24_18_21,cluster_342,1,0,2017-08-27,2017-08-27,45-49,F,317601,76,115.6600008,1,0,0.0,0,0,0.0002392939568830073,0.0,1.5218421157894737,,0.0,False
19_18_19,cluster_223,1,0,2017-08-30,2017-08-30,45-49,M,378171,70,109.2500008,1,0,0.0,0,0,0.00018510144881548295,0.0,1.5607142971428571,,0.0,False
31_25_31,cluster_564,1,0,2017-08-25,2017-08-25,45-49,F,282899,71,105.6600007,1,0,0.0,0,0,0.0002509729620818737,0.0,1.488169023943662,,0.0,False
31_27_29,cluster_568,1,0,2017-08-18,2017-08-18,45-49,M,272500,62,104.4599996,3,0,0.0,0,0,0.0002275229357798165,0.0,1.6848387032258065,,0.0,False
29_28_33,cluster_492,1,0,2017-08-23,2017-08-23,45-49,F,288517,78,102.3900002,3,0,0.0,0,0,0.00027034802108714565,0.0,1.3126923102564103,,0.0,False
25_30_29,cluster_384,1,1,2017-08-29,2017-08-29,35-39,M,368986,59,100.289999,0,0,0.0,0,0,0.0001598976654940838,0.0,1.6998304915254236,,0.0,False
31_28_32,cluster_574,2,0,2017-08-18,2017-08-24,"35-39, 45-49","F, M",314308,65,98.69000066000001,4,0,0.0,0,0,0.00020680351756875422,0.0,1.5183077024615386,,0.0,False
20_21_26,cluster_253,1,1,2017-08-24,2017-08-24,40-44,M,304680,59,98.55000019,3,0,0.0,0,0,0.00019364579230668241,0.0,1.6703389862711866,,0.0,False
19_21_21,cluster_231,1,1,2017-08-26,2017-08-26,30-34,M,410310,55,96.80000055,3,0,0.0,0,0,0.0001340449903731325,0.0,1.76000001,,0.0,False
28_34_34,cluster_484,2,2,2017-08-24,2017-08-29,"30-34, 35-39","F, M",381313,55,96.48000073,5,0,0.0,0,0,0.00014423846026754924,0.0,1.7541818314545454,,0.0,False
24_22_26,cluster_352,1,0,2017-08-19,2017-08-19,35-39,F,325653,63,89.35000026,2,0,0.0,0,0,0.0001934574531786902,0.0,1.4182539723809524,,0.0,False
32_36_37,cluster_610,1,1,2017-08-22,2017-08-22,30-34,M,404866,43,87.42000079,4,0,0.0,0,0,0.00010620797992422184,0.0,2.033023274186047,,0.0,False
68_63_65,cluster_752,1,0,2017-08-30,2017-08-30,35-39,F,318157,56,85.70000196,3,0,0.0,0,0,0.00017601372907086752,0.0,1.5303571778571428,,0.0,False
107_104_107,cluster_026,1,0,2017-08-17,2017-08-17,40-44,F,267316,58,82.92999887,3,0,0.0,0,0,0.0002169716739738736,0.0,1.429827566724138,,0.0,False
12_10_15,cluster_124,1,0,2017-08-29,2017-08-29,40-44,F,258954,61,82.27999902,1,0,0.0,0,0,0.00023556307297821233,0.0,1.3488524429508197,,0.0,False
26_31_28,cluster_411,1,1,2017-08-21,2017-08-21,45-49,F,175389,55,81.60999787,1,0,0.0,0,0,0.00031358865151178236,0.0,1.4838181430909092,,0.0,False
31_27_31,cluster_570,1,0,2017-08-18,2017-08-18,45-49,M,258531,46,80.33999979,2,0,0.0,0,0,0.0001779283722261547,0.0,1.7465217345652173,,0.0,False
25_23_29,cluster_373,1,0,2017-08-17,2017-08-17,40-44,F,195220,51,78.06000042,1,0,0.0,0,0,0.00026124372502817333,0.0,1.5305882435294116,,0.0,False
24_22_23,cluster_350,1,0,2017-08-27,2017-08-27,45-49,F,221561,55,76.75999916,1,0,0.0,0,0,0.00024823863405563256,0.0,1.3956363483636365,,0.0,False
10_12_16,cluster_047,1,1,2017-08-26,2017-08-26,45-49,F,191223,48,76.41000056,1,0,0.0,0,0,0.00025101582968575954,0.0,1.5918750116666667,,0.0,False
22_26_23,cluster_315,1,1,2017-08-19,2017-08-19,40-44,M,253169,51,75.78999984,1,0,0.0,0,0,0.000201446464614546,0.0,1.486078428235294,,0.0,False
33_32_34,cluster_626,1,0,2017-08-30,2017-08-30,35-39,F,222378,50,72.91000104,1,0,0.0,0,0,0.00022484238548777308,0.0,1.4582000207999999,,0.0,False
15_10_11,cluster_129,1,0,2017-08-30,2017-08-30,40-44,F,205289,48,71.53000104,3,0,0.0,0,0,0.00023381671692102352,0.0,1.490208355,,0.0,False
23_26_27,cluster_333,2,2,2017-08-22,2017-08-27,"35-39, 40-44",M,225599,41,68.92999983,2,0,0.0,0,0,0.0001817383942304709,0.0,1.6812195080487804,,0.0,False
7_9_11,cluster_781,1,1,2017-08-20,2017-08-20,40-44,M,242234,48,68.06000054,2,0,0.0,0,0,0.0001981555025306109,0.0,1.4179166779166668,,0.0,False
103_102_106,cluster_005,1,0,2017-08-17,2017-08-17,40-44,F,329333,48,67.60999918,1,0,0.0,0,0,0.0001457491353736188,0.0,1.4085416495833334,,0.0,False
69_64_68,cluster_759,1,0,2017-08-27,2017-08-27,45-49,F,179894,43,66.83999872,2,0,0.0,0,0,0.00023902965079435667,0.0,1.554418574883721,,0.0,False
27_21_25,cluster_418,1,0,2017-08-18,2017-08-18,40-44,F,190477,42,66.38999987,1,0,0.0,0,0,0.00022049906287898276,0.0,1.5807142826190475,,0.0,False
8_7_13,cluster_786,1,0,2017-08-30,2017-08-30,30-34,F,221843,43,63.45000076,5,0,0.0,0,0,0.0001938307722127811,0.0,1.4755814130232559,,0.0,False
30_24_25,cluster_538,1,0,2017-08-22,2017-08-22,30-34,F,185665,39,62.14000058,1,0,0.0,0,0,0.00021005574556324564,0.0,1.5933333482051282,,0.0,False
26_31_32,cluster_412,2,2,2017-08-20,2017-08-23,"30-34, 35-39","F, M",284757,34,61.809999584,4,0,0.0,0,0,0.00011940004986707965,0.0,1.8179411642352943,,0.0,False
69_64_67,cluster_758,1,0,2017-08-24,2017-08-24,40-44,F,173165,41,59.85000026,1,0,0.0,0,0,0.00023676840008084776,0.0,1.4597561039024392,,0.0,False
31_27_28,cluster_567,1,0,2017-08-18,2017-08-18,45-49,M,179950,35,58.67999971,1,0,0.0,0,0,0.00019449847179772158,0.0,1.6765714202857143,,0.0,False
36_40_39,cluster_655,1,1,2017-08-21,2017-08-21,40-44,M,196253,32,55.10000002,1,0,0.0,0,0,0.0001630548322828186,0.0,1.721875000625,,0.0,False
24_25_27,cluster_354,1,1,2017-08-19,2017-08-19,40-44,M,209825,30,54.86999953,1,0,0.0,0,0,0.0001429762897652806,0.0,1.8289999843333333,,0.0,False
30_27_30,cluster_544,1,0,2017-08-21,2017-08-21,30-34,F,259984,37,54.7900002,5,0,0.0,0,0,0.00014231645024309188,0.0,1.4808108162162164,,0.0,False
30_32_31,cluster_553,1,1,2017-08-23,2017-08-23,30-34,M,223586,32,54.24000037,1,0,0.0,0,0,0.0001431216623581083,0.0,1.6950000115625,,0.0,False
108_105_107,cluster_032,1,0,2017-08-26,2017-08-26,30-34,M,312524,37,53.78999972,2,0,0.0,0,0,0.000118390907578298,0.0,1.4537837762162162,,0.0,False
23_19_22,cluster_324,2,0,2017-08-27,2017-08-29,45-49,"F, M",145644,34,50.91999966,4,0,0.0,0,0,0.0002334459366674906,0.0,1.4976470488235294,,0.0,False
33_30_36,cluster_624,1,0,2017-08-25,2017-08-25,45-49,F,113567,34,50.29000044,3,0,0.0,0,0,0.00029938274322646545,0.0,1.47911766,,0.0,False
26_28_30,cluster_402,1,1,2017-08-18,2017-08-18,45-49,F,115896,38,49.44000006,1,0,0.0,0,0,0.00032788016842686546,0.0,1.3010526331578949,,0.0,False
9_7_8,cluster_788,1,0,2017-08-29,2017-08-29,35-39,F,128616,33,48.54999948,2,0,0.0,0,0,0.00025657771972382906,0.0,1.4712121054545453,,0.0,False
27_32_31,cluster_446,1,1,2017-08-26,2017-08-26,45-49,F,82827,24,47.93000031,3,0,0.0,0,0,0.00028976058531638235,0.0,1.99708334625,,0.0,False
35_32_34,cluster_641,1,0,2017-08-26,2017-08-26,40-44,F,141037,32,47.78999913,3,0,0.0,0,0,0.00022689081588519325,0.0,1.4934374728125,,0.0,False
66_68_70,cluster_742,2,1,2017-08-24,2017-08-24,30-34,M,212818,27,47.129999515,2,0,0.0,0,0,0.0001268689678504638,0.0,1.7455555375925926,,0.0,False
28_26_30,cluster_457,1,0,2017-08-25,2017-08-25,45-49,F,108655,28,46.92000186,1,0,0.0,0,0,0.00025769637844553865,0.0,1.675714352142857,,0.0,False
22_25_23,cluster_311,2,1,2017-08-21,2017-08-28,"30-34, 35-39",M,213598,28,45.850000378,4,0,0.0,0,0,0.00013108736973192634,0.0,1.6375000135,,0.0,False
26_22_25,cluster_390,2,0,2017-08-18,2017-08-18,"35-39, 40-44",F,158728,33,45.4599998,3,0,0.0,0,0,0.0002079028274784537,0.0,1.3775757515151514,,0.0,False
65_70_68,cluster_731,2,2,2017-08-22,2017-08-26,30-34,"F, M",158417,28,43.200000288,2,0,0.0,0,0,0.00017674870752507622,0.0,1.542857153142857,,0.0,False
22_27_25,cluster_319,1,1,2017-08-19,2017-08-19,40-44,M,153586,28,43.01000035,2,0,0.0,0,0,0.00018230828330707225,0.0,1.5360714410714285,,0.0,False
23_27_28,cluster_335,1,1,2017-08-27,2017-08-27,35-39,M,140147,24,42.08000016,2,0,0.0,0,0,0.00017124876023032957,0.0,1.75333334,,0.0,False
37_31_35,cluster_661,1,0,2017-08-27,2017-08-27,45-49,M,148010,24,41.96999943,1,0,0.0,0,0,0.00016215120599959463,0.0,1.74874997625,,0.0,False
27_33_28,cluster_449,1,1,2017-08-29,2017-08-29,35-39,F,112460,25,41.29000068,1,0,0.0,0,0,0.00022230126267117198,0.0,1.6516000272,,0.0,False
25_24_29,cluster_374,1,0,2017-08-18,2017-08-18,35-39,F,109723,27,40.9600004,1,0,0.0,0,0,0.0002460742050436098,0.0,1.517037051851852,,0.0,False
29_28_32,cluster_491,2,0,2017-08-18,2017-08-22,"30-34, 45-49","F, M",150877,25,40.619999531999994,1,0,0.0,0,0,0.00016569788635776162,0.0,1.6247999812799998,,0.0,False
113_111_117,cluster_097,1,0,2017-08-19,2017-08-19,45-49,F,151531,28,40.28999949,2,0,0.0,0,0,0.0001847806719417149,0.0,1.4389285532142857,,0.0,False
23_28_24,cluster_337,1,1,2017-08-19,2017-08-19,40-44,M,110018,24,39.85999966,1,0,0.0,0,0,0.00021814612154374738,0.0,1.6608333191666667,,0.0,False
64_63_67,cluster_694,1,0,2017-08-26,2017-08-26,45-49,M,138959,28,39.5200007,1,0,0.0,0,0,0.00020149828366640519,0.0,1.4114285964285713,,0.0,False
33_28_33,cluster_621,1,0,2017-08-18,2017-08-18,45-49,M,120251,26,39.44000006,1,0,0.0,0,0,0.00021621441817531664,0.0,1.5169230792307693,,0.0,False
66_64_69,cluster_737,1,0,2017-08-20,2017-08-20,30-34,F,157705,23,39.23000026,2,0,0.0,0,0,0.0001458419200405821,0.0,1.7056521852173911,,0.0,False
23_29_27,cluster_340,2,1,2017-08-21,2017-08-28,"30-34, 35-39",M,128067,20,37.050000909000005,2,0,0.0,0,0,0.0001561682556786682,0.0,1.8525000454500002,,0.0,False
24_28_30,cluster_361,1,1,2017-08-19,2017-08-19,40-44,M,137584,21,36.77999961,1,0,0.0,0,0,0.00015263402721246656,0.0,1.7514285528571427,,0.0,False
30_25_27,cluster_539,1,0,2017-08-19,2017-08-19,35-39,F,120335,26,36.2299993,2,0,0.0,0,0,0.00021606348942535423,0.0,1.3934615115384617,,0.0,False
64_70_66,cluster_715,2,2,2017-08-19,2017-08-23,"35-39, 40-44","F, M",134654,21,36.17000055,3,0,0.0,0,0,0.0001559552631188082,0.0,1.7223809785714284,,0.0,False
22_20_26,cluster_305,1,0,2017-08-30,2017-08-30,45-49,M,127125,20,35.67999983,2,0,0.0,0,0,0.00015732546705998033,0.0,1.7839999915,,0.0,False
27_32_28,cluster_443,2,1,2017-08-20,2017-08-27,40-44,F,74899,19,34.1500001,2,0,0.0,0,0,0.0002536749489312274,0.0,1.7973684263157894,,0.0,False
36_31_32,cluster_644,1,0,2017-08-26,2017-08-26,40-44,F,92263,24,34.03000015,1,0,0.0,0,0,0.00026012594431137074,0.0,1.4179166729166666,,0.0,False
112_106_108,cluster_084,1,0,2017-08-19,2017-08-19,45-49,F,107100,23,33.71000051,1,0,0.0,0,0,0.00021475256769374417,0.0,1.4656521960869566,,0.0,False
29_23_29,cluster_485,1,0,2017-08-19,2017-08-19,45-49,M,114370,18,33.65999997,1,0,0.0,0,0,0.00015738392935210282,0.0,1.8699999983333333,,0.0,False
26_23_29,cluster_392,1,0,2017-08-19,2017-08-19,45-49,M,99698,21,33.3499999,1,0,0.0,0,0,0.00021063612108567875,0.0,1.5880952333333334,,0.0,False
34_30_31,cluster_633,1,0,2017-08-30,2017-08-30,35-39,F,105399,22,33.19999933,2,0,0.0,0,0,0.00020873063311796126,0.0,1.5090908786363635,,0.0,False
27_33_31,cluster_451,1,1,2017-08-30,2017-08-30,35-39,M,110503,25,32.67999995,4,0,0.0,0,0,0.0002262382016777825,0.0,1.3071999980000002,,0.0,False
65_71_67,cluster_733,1,1,2017-08-21,2017-08-21,45-49,F,70702,20,31.7099998,1,0,0.0,0,0,0.00028287742920992336,0.0,1.58549999,,0.0,False
64_65_67,cluster_698,1,1,2017-08-20,2017-08-20,40-44,M,109289,19,31.02999997,1,0,0.0,0,0,0.00017385098225804977,0.0,1.6331578931578947,,0.0,False
117_114_118,cluster_120,1,0,2017-08-22,2017-08-22,45-49,M,150858,21,30.26000011,1,0,0.0,0,0,0.00013920375452412202,0.0,1.4409523861904763,,0.0,False
105_104_107,cluster_015,1,0,2017-08-23,2017-08-23,45-49,M,125650,20,30.08000076,4,0,0.0,0,0,0.00015917230401910068,0.0,1.504000038,,0.0,False
35_31_35,cluster_639,1,0,2017-08-26,2017-08-26,40-44,F,81551,21,29.67000008,1,0,0.0,0,0,0.00025750757194884183,0.0,1.4128571466666666,,0.0,False
27_29_30,cluster_432,1,1,2017-08-19,2017-08-19,35-39,F,73676,20,28.5,1,0,0.0,0,0,0.00027145881969705196,0.0,1.425,,0.0,False
107_105_108,cluster_029,1,0,2017-08-20,2017-08-20,40-44,M,137879,19,28.47000003,2,0,0.0,0,0,0.00013780198579914273,0.0,1.4984210542105263,,0.0,False
22_26_26,cluster_318,1,1,2017-08-21,2017-08-21,30-34,M,169588,16,27.79999924,1,0,0.0,0,0,9.43462980871288e-05,0.0,1.7374999525,,0.0,False
16_22_18,cluster_190,1,1,2017-08-27,2017-08-27,45-49,F,78627,19,26.53000045,1,0,0.0,0,0,0.000241647271293576,0.0,1.3963158131578948,,0.0,False
21_25_22,cluster_288,1,1,2017-08-21,2017-08-21,45-49,F,40126,16,25.86000001,1,0,0.0,0,0,0.0003987439565369087,0.0,1.616250000625,,0.0,False
63_64_68,cluster_675,2,2,2017-08-21,2017-08-26,"30-34, 45-49",F,65112,16,25.52000046,3,0,0.0,0,0,0.0002457304337142155,0.0,1.59500002875,,0.0,False
117_112_118,cluster_119,1,0,2017-08-21,2017-08-21,35-39,M,155426,17,25.01000023,3,0,0.0,0,0,0.00010937680954280493,0.0,1.4711764841176471,,0.0,False
20_19_23,cluster_247,1,0,2017-08-28,2017-08-28,30-34,F,87043,16,24.48000002,2,0,0.0,0,0,0.00018381719380076514,0.0,1.53000000125,,0.0,False
41_36_37,cluster_669,1,0,2017-08-26,2017-08-26,40-44,F,72741,19,24.33000016,2,0,0.0,0,0,0.000261200698368183,0.0,1.2805263242105263,,0.0,False
71_66_67,cluster_768,1,0,2017-08-25,2017-08-25,40-44,F,66017,17,24.22000015,1,0,0.0,0,0,0.0002575094293893997,0.0,1.4247058911764707,,0.0,False
26_22_23,cluster_389,1,0,2017-08-20,2017-08-20,35-39,F,78468,15,23.64999962,1,0,0.0,0,0,0.000191160727940052,0.0,1.5766666413333332,,0.0,False
34_28_32,cluster_628,1,0,2017-08-24,2017-08-24,45-49,F,73222,16,22.86000025,1,0,0.0,0,0,0.00021851356149791046,0.0,1.428750015625,,0.0,False
64_67_65,cluster_704,1,1,2017-08-22,2017-08-22,30-34,M,103001,14,22.32000005,1,0,0.0,0,0,0.00013592101047562644,0.0,1.594285717857143,,0.0,False
113_109_115,cluster_095,1,0,2017-08-21,2017-08-21,35-39,M,106492,14,21.26000023,2,0,0.0,0,0,0.0001314652743868084,0.0,1.5185714449999999,,0.0,False
2_5_7,cluster_530,1,1,2017-08-23,2017-08-23,35-39,M,63564,12,20.59000027,2,0,0.0,0,0,0.00018878610534264677,0.0,1.7158333558333334,,0.0,False
114_111_112,cluster_101,1,0,2017-08-17,2017-08-17,35-39,F,99810,14,20.05000019,2,0,0.0,0,0,0.00014026650636208798,0.0,1.4321428707142856,,0.0,False
114_112_114,cluster_103,1,0,2017-08-22,2017-08-22,45-49,M,108426,13,19.58000016,1,0,0.0,0,0,0.00011989744157305443,0.0,1.5061538584615386,,0.0,False
24_29_29,cluster_364,1,1,2017-08-27,2017-08-27,35-39,M,84194,11,19.56999981,1,0,0.0,0,0,0.0001306506401881369,0.0,1.7790908918181818,,0.0,False
65_63_68,cluster_722,1,0,2017-08-26,2017-08-26,45-49,M,68829,12,19.47999978,1,0,0.0,0,0,0.00017434511615743365,0.0,1.623333315,,0.0,False
27_28_30,cluster_427,1,1,2017-08-19,2017-08-19,40-44,F,39035,13,19.32999957,1,0,0.0,0,0,0.0003330344562572051,0.0,1.4869230438461538,,0.0,False
32_31_37,cluster_599,1,0,2017-08-26,2017-08-26,40-44,F,47229,13,19.27999985,1,0,0.0,0,0,0.0002752546105147261,0.0,1.4830769115384614,,0.0,False
105_100_106,cluster_010,1,0,2017-08-23,2017-08-23,45-49,M,101410,12,17.94000006,4,0,0.0,0,0,0.00011833152549058279,0.0,1.4950000049999999,,0.0,False
31_28_34,cluster_576,1,0,2017-08-21,2017-08-21,30-34,F,83270,13,17.74000001,1,0,0.0,0,0,0.00015611865017413235,0.0,1.3646153853846152,,0.0,False
25_22_23,cluster_370,1,0,2017-08-19,2017-08-19,35-39,F,66277,12,17.30000019,1,0,0.0,0,0,0.00018105828567979842,0.0,1.4416666825,,0.0,False
71_66_70,cluster_769,1,0,2017-08-27,2017-08-27,45-49,M,55536,11,17.04999995,1,0,0.0,0,0,0.00019806972054163066,0.0,1.5499999954545454,,0.0,False
27_21_27,cluster_420,1,0,2017-08-30,2017-08-30,45-49,M,65339,10,16.67999983,2,0,0.0,0,0,0.0001530479499227108,0.0,1.667999983,,0.0,False
27_31_30,cluster_440,2,2,2017-08-18,2017-08-27,40-44,"F, M",64417,10,16.52999973,2,0,0.0,0,0,0.0001552385239921139,0.0,1.652999973,,0.0,False
105_103_104,cluster_014,1,0,2017-08-19,2017-08-19,45-49,F,71982,11,16.34000051,1,0,0.0,0,0,0.0001528159817732211,0.0,1.4854545918181818,,0.0,False
23_28_28,cluster_339,1,1,2017-08-27,2017-08-27,35-39,M,64647,10,16.26999998,1,0,0.0,0,0,0.00015468621900474887,0.0,1.626999998,,0.0,False
69_64_70,cluster_760,1,0,2017-08-17,2017-08-17,30-34,F,94136,11,16.17999971,1,0,0.0,0,0,0.00011685221381830543,0.0,1.4709090645454546,,0.0,False
5_2_4,cluster_671,1,0,2017-08-26,2017-08-26,45-49,M,50947,10,15.99000025,1,0,0.0,0,0,0.00019628241113313835,0.0,1.599000025,,0.0,False
10_7_8,cluster_070,1,0,2017-08-25,2017-08-25,40-44,F,40801,12,15.91999972,0,0,0.0,0,0,0.00029411043846964535,0.0,1.3266666433333334,,0.0,False
26_30_28,cluster_407,1,1,2017-08-20,2017-08-20,30-34,M,87935,9,15.63000023,1,0,0.0,0,0,0.00010234832546767499,0.0,1.7366666922222223,,0.0,False
110_106_112,cluster_072,1,0,2017-08-20,2017-08-20,40-44,M,67710,10,15.14999998,1,0,0.0,0,0,0.0001476886722788362,0.0,1.514999998,,0.0,False
103_100_102,cluster_003,1,0,2017-08-18,2017-08-18,35-39,F,72982,11,15.04999995,1,0,0.0,0,0,0.00015072209585925296,0.0,1.3681818136363637,,0.0,False
107_101_105,cluster_023,1,0,2017-08-20,2017-08-20,40-44,M,68619,10,14.96000034,1,0,0.0,0,0,0.00014573223159766247,0.0,1.4960000340000001,,0.0,False
63_66_67,cluster_680,2,1,2017-08-19,2017-08-23,40-44,F,31971,9,14.820000047999999,2,0,0.0,0,0,0.0002815051140095712,0.0,1.6466666719999998,,0.0,False
19_25_23,cluster_240,2,2,2017-08-26,2017-08-28,"35-39, 45-49","F, M",76647,9,14.62999988,3,0,0.0,0,0,0.00011742142549610553,0.0,1.625555542222222,,0.0,False
23_25_26,cluster_332,1,1,2017-08-19,2017-08-19,40-44,M,51550,8,14.03999984,1,0,0.0,0,0,0.00015518913676042676,0.0,1.75499998,,0.0,False
16_21_17,cluster_184,2,1,2017-08-22,2017-08-25,"30-34, 45-49","F, M",78951,10,13.719999667,2,0,0.0,0,0,0.00012666084026801433,0.0,1.3719999667,,0.0,False
116_113_116,cluster_116,1,0,2017-08-22,2017-08-22,45-49,M,138525,9,13.65000045,3,0,0.0,0,0,6.497022198159177e-05,0.0,1.5166667166666667,,0.0,False
113_112_114,cluster_098,1,0,2017-08-21,2017-08-21,40-44,M,91180,10,13.55999994,1,0,0.0,0,0,0.00010967317394165388,0.0,1.355999994,,0.0,False
36_38_37,cluster_649,1,1,2017-08-21,2017-08-21,40-44,M,59004,8,13.51000011,1,0,0.0,0,0,0.00013558402820147786,0.0,1.68875001375,,0.0,False
22_21_27,cluster_306,1,0,2017-08-27,2017-08-27,45-49,F,40998,10,13.35000038,1,0,0.0,0,0,0.0002439143372847456,0.0,1.335000038,,0.0,False
27_21_24,cluster_417,1,0,2017-08-20,2017-08-20,35-39,F,39146,8,13.05999959,1,0,0.0,0,0,0.0002043631533234558,0.0,1.63249994875,,0.0,False
110_107_109,cluster_073,1,0,2017-08-21,2017-08-21,35-39,M,112776,9,12.67999995,1,0,0.0,0,0,7.980421366248138e-05,0.0,1.4088888833333333,,0.0,False
112_111_113,cluster_088,1,0,2017-08-26,2017-08-26,30-34,M,98606,9,12.10999984,1,0,0.0,0,0,9.127233636898363e-05,0.0,1.345555537777778,,0.0,False
111_108_111,cluster_080,1,0,2017-08-22,2017-08-22,30-34,F,132124,8,11.18999994,4,0,0.0,0,0,6.0549181072325996e-05,0.0,1.3987499925,,0.0,False
24_22_27,cluster_353,1,0,2017-08-19,2017-08-19,45-49,M,45491,8,11.00999999,1,0,0.0,0,0,0.00017585896111318723,0.0,1.37624999875,,0.0,False
19_25_25,cluster_241,1,1,2017-08-25,2017-08-25,40-44,M,19581,7,10.42999983,2,0,0.0,0,0,0.000357489402992697,0.0,1.4899999757142857,,0.0,False
10_7_9,cluster_071,1,0,2017-08-17,2017-08-17,30-34,F,44189,7,10.31999981,2,0,0.0,0,0,0.00015841046414265993,0.0,1.4742856871428571,,0.0,False
8_7_8,cluster_787,1,0,2017-08-17,2017-08-17,30-34,F,45199,7,9.809999943,1,0,0.0,0,0,0.00015487068297971194,0.0,1.4014285632857142,,0.0,False
24_21_27,cluster_349,1,0,2017-08-18,2017-08-18,40-44,F,25382,7,9.609999895,1,0,0.0,0,0,0.0002757859900717044,0.0,1.3728571278571429,,0.0,False
22_27_28,cluster_320,1,1,2017-08-21,2017-08-21,30-34,M,68905,5,9.440000057,1,0,0.0,0,0,7.256367462448299e-05,0.0,1.8880000114000002,,0.0,False
31_30_35,cluster_579,1,0,2017-08-25,2017-08-25,45-49,F,22859,6,9.419999838,1,0,0.0,0,0,0.00026247867360776935,0.0,1.569999973,,0.0,False
30_35_36,cluster_559,2,1,2017-08-19,2017-08-28,"30-34, 35-39","F, M",14889,7,9.410000324,2,0,0.0,0,0,0.0004701457451810061,0.0,1.3442857605714287,,0.0,False
63_67_65,cluster_684,1,1,2017-08-26,2017-08-26,45-49,F,17572,7,9.379999995,1,0,0.0,0,0,0.00039836102890962894,0.0,1.3399999992857143,,0.0,False
29_35_34,cluster_521,1,1,2017-08-21,2017-08-21,45-49,F,24542,7,9.329999924,1,0,0.0,0,0,0.0002852253280091272,0.0,1.3328571319999998,,0.0,False
7_9_12,cluster_782,1,1,2017-08-22,2017-08-22,45-49,M,16461,6,9.21999979,1,0,0.0,0,0,0.00036449790413705123,0.0,1.5366666316666666,,0.0,False
